"accession","length","submission_date","host","country_original","collection_date","Month","year","SeqLength","Codons","BadCodons","CodonPairs","Stops","CpC","Y.Bias","X.Bias","ApG","GpA","GTG.Bias","ACT.Bias","T.Bias","brApG","brCpU","F.Bias","V.Bias","CCA.Bias","ATT.Bias","CTT.Bias","S.Bias","brGpC","GpC","N.Bias","W.Bias","brGpA","NonBrGpC","ApA","NonBrCpA","CTA.Bias","CTG.Bias","NonBrGpG","G.Bias","GCA.Bias","AGC.Bias","NonBrCpG","ATA.Bias","CpG","C.Bias","NonBrUpC","K.Bias","GGA.Bias","brApU","P.Bias","E.Bias","Q.Bias","M.Bias","NonBrUpU","CGA.Bias","NonBrUpA","AGT.Bias","UpC","ApU","brGpU","L.Bias"
"KT725367",18855,"07/03/2017","Homo sapiens","Liberia","20/08/2014",8,2014,16485,5495,0,5486,0,1.04104475,0.02966333,0.001637853,1.020292151,1.117595217,0.203947368,0.263157895,0.076069154,1.144692473,0.798030891,0.045313922,0.055323021,0.392026578,0.465838509,0.2,0.075705187,0.755404275,0.8999088,0.046769791,0.013466788,0.9249524,0.944766276,1.019520978,1.294774504,0.142342342,0.171171171,1.06261431,0.05677889,0.357988166,0.125,0.55552257,0.217391304,0.60372033,0.01656051,0.992491212,0.052047316,0.384615385,0.815651855,0.05477707,0.053867152,0.05022748,0.01656051,1.323490711,0.180555556,0.572361968,0.237980769,1.069176493,0.970397728,0.574229354,0.10100091
"KT725368",18857,"07/03/2017","Homo sapiens","Liberia","01/10/2014",10,2014,16485,5495,0,5486,0,1.041607401,0.02966333,0.001637853,1.021304975,1.117689474,0.203947368,0.263788969,0.07588717,1.147338033,0.798030891,0.045313922,0.055323021,0.395348837,0.464396285,0.2,0.075705187,0.755693591,0.900406665,0.046769791,0.013466788,0.925025319,0.945288957,1.019116125,1.294867175,0.142342342,0.171171171,1.063215761,0.05677889,0.357988166,0.125,0.553939329,0.219814241,0.602793258,0.01656051,0.992523795,0.052047316,0.384615385,0.815403861,0.05477707,0.053867152,0.05022748,0.01656051,1.322862646,0.180555556,0.573277716,0.237980769,1.069211593,0.970752025,0.574449281,0.10100091
"KT725369",18854,"07/03/2017","Homo sapiens","Liberia: Margibi","26/08/2014",8,2014,16485,5495,0,5486,0,1.042170508,0.02966333,0.001637853,1.019887032,1.118077791,0.203947368,0.263157895,0.076069154,1.144344436,0.798366339,0.045313922,0.055323021,0.392026578,0.465838509,0.2,0.075705187,0.755721805,0.89913418,0.046769791,0.013466788,0.924671174,0.943386406,1.020011719,1.293633195,0.144144144,0.171171171,1.06261431,0.05677889,0.356083086,0.125,0.555822853,0.217391304,0.604046665,0.01656051,0.991441388,0.052047316,0.384615385,0.815403861,0.05477707,0.054049136,0.05022748,0.01656051,1.323490711,0.180555556,0.573299949,0.237980769,1.068696311,0.97001242,0.574229354,0.10100091
"KT725370",18840,"07/03/2017","Homo sapiens","Liberia: Montserrado","13/11/2014",11,2014,16506,5502,0,5493,0,1.045910099,0.029625591,0.001635769,1.020754523,1.118850606,0.202614379,0.261904762,0.076335878,1.146089721,0.797016487,0.045438023,0.05561614,0.392026578,0.46749226,0.200361011,0.075972374,0.756107139,0.894469198,0.046710287,0.013631407,0.926571422,0.936221793,1.019126756,1.294810211,0.144404332,0.171480144,1.066120288,0.056888404,0.36036036,0.124401914,0.556059004,0.216718266,0.604302885,0.01653944,0.991703394,0.051981098,0.383386581,0.813036407,0.054707379,0.054162123,0.050163577,0.01653944,1.325222047,0.180555556,0.572902915,0.236842105,1.067270357,0.968924043,0.57593301,0.100690658
"KT725371",18828,"07/03/2017","Homo sapiens","Liberia: Montserrado","19/09/2014",9,2014,16506,5502,0,5493,0,1.043652334,0.029625591,0.001635769,1.018506364,1.116475216,0.213815789,0.262529833,0.076154126,1.141611752,0.798159679,0.04525627,0.055252635,0.390728477,0.468944099,0.2,0.075790622,0.754058631,0.899539125,0.046710287,0.013631407,0.922463067,0.944944136,1.021234707,1.29259924,0.144144144,0.171171171,1.062513455,0.056888404,0.356083086,0.127098321,0.554518116,0.217391304,0.603886406,0.01653944,0.990926715,0.051981098,0.383386581,0.815039837,0.054889131,0.054343875,0.050163577,0.01653944,1.320505556,0.180555556,0.5742177,0.23501199,1.069198357,0.971147679,0.585015508,0.10087241
"KT725372",18795,"07/03/2017","Homo sapiens","Liberia: Montserrado","02/10/2014",10,2014,16506,5502,0,5493,0,1.043728644,0.029625591,0.001635769,1.020410987,1.117548933,0.203947368,0.260143198,0.076154126,1.145730345,0.800318294,0.045438023,0.055252635,0.392026578,0.465838509,0.200361011,0.075972374,0.754001074,0.898303201,0.046710287,0.013631407,0.923729142,0.943081298,1.02074506,1.291088775,0.144404332,0.171480144,1.063713697,0.056888404,0.356083086,0.124401914,0.558304128,0.217391304,0.605159439,0.01653944,0.993090095,0.051981098,0.383386581,0.809976694,0.054707379,0.054162123,0.050163577,0.01653944,1.323428448,0.180555556,0.574173186,0.236842105,1.067058158,0.967964963,0.581916415,0.100690658
"KT725373",18783,"07/03/2017","Homo sapiens","Liberia","19/09/2014",9,2014,16506,5502,0,5493,0,1.043089035,0.029625591,0.001635769,1.019485864,1.117548933,0.203947368,0.263157895,0.075972374,1.143267831,0.796859182,0.04525627,0.055252635,0.392026578,0.464396285,0.199640288,0.075790622,0.753972661,0.898545658,0.046710287,0.013631407,0.923801239,0.94333584,1.020094904,1.292763158,0.143884892,0.172661871,1.065687191,0.057070156,0.356083086,0.12470024,0.552794802,0.216718266,0.60280584,0.01653944,0.993122687,0.051981098,0.385350318,0.814985163,0.054707379,0.053980371,0.050163577,0.01653944,1.321410199,0.180555556,0.574037094,0.237410072,1.068149705,0.970065554,0.576126309,0.101054162
"KT725374",18691,"07/03/2017","Homo sapiens","Liberia: Montserrado","05/10/2014",10,2014,16506,5502,0,5493,0,1.041963804,0.029625591,0.001635769,1.019050581,1.11716081,0.203947368,0.262529833,0.076154126,1.14396325,0.806520862,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.07560887,0.753972661,0.897056349,0.046892039,0.013631407,0.924363162,0.941206966,1.022451066,1.293647558,0.144144144,0.171171171,1.066289189,0.057070156,0.356083086,0.122596154,0.554538773,0.208074534,0.602650759,0.01653944,0.995753024,0.051981098,0.382165605,0.807445905,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.570657193,0.237980769,1.070741291,0.967927582,0.575699233,0.10087241
"KT725375",18837,"07/03/2017","Homo sapiens","Liberia: Montserrado","11/10/2014",10,2014,16485,5495,0,5486,0,1.04104475,0.02966333,0.001637853,1.021304975,1.117689474,0.203947368,0.263157895,0.076069154,1.147338033,0.798030891,0.045313922,0.055323021,0.395348837,0.465838509,0.2,0.075705187,0.755693591,0.900163444,0.046769791,0.013466788,0.925025319,0.945033612,1.019116125,1.29584375,0.142342342,0.171171171,1.063215761,0.05677889,0.357988166,0.125,0.553789697,0.217391304,0.602630429,0.01656051,0.992491212,0.052047316,0.384615385,0.815403861,0.05477707,0.053867152,0.05022748,0.01656051,1.323490711,0.180555556,0.572248314,0.237980769,1.069176493,0.970205036,0.574449281,0.10100091
"KT725377",18857,"07/03/2017","Homo sapiens","Liberia","17/08/2014",8,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754605985,0.89754059,0.046710287,0.013631407,0.923801239,0.94171504,1.020340123,1.292506708,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.55483812,0.217391304,0.602976076,0.01653944,0.991538759,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.57392322,0.237410072,1.068149705,0.969873119,0.575699233,0.10087241
"KT725379",18822,"07/03/2017","Homo sapiens","Liberia: Montserrado","20/09/2014",9,2014,16485,5495,0,5486,0,1.044091165,0.02966333,0.001637853,1.017457585,1.117535381,0.203947368,0.263157895,0.076069154,1.135073491,0.79736084,0.045313922,0.055323021,0.392026578,0.465838509,0.2,0.07588717,0.754481163,0.897643952,0.046587807,0.013466788,0.925442801,0.941822834,1.021142805,1.29014477,0.144144144,0.171171171,1.064763901,0.056960874,0.356083086,0.12470024,0.55490163,0.217391304,0.606822419,0.01656051,0.990638168,0.052047316,0.383386581,0.816396742,0.05477707,0.053867152,0.05022748,0.01656051,1.323490711,0.180555556,0.57398367,0.239808153,1.067830502,0.970391082,0.574009595,0.10100091
"KT725380",18812,"07/03/2017","Homo sapiens","Liberia","17/08/2014",8,2014,16485,5495,0,5486,0,1.042170508,0.02966333,0.001637853,1.020641398,1.117889444,0.203947368,0.263157895,0.076069154,1.141700258,0.798366339,0.045313922,0.055323021,0.392026578,0.465838509,0.2,0.07588717,0.755432589,0.898625764,0.046587807,0.013466788,0.924598419,0.942852967,1.019520978,1.294147052,0.144144144,0.171171171,1.061412937,0.05677889,0.356083086,0.12470024,0.555508562,0.217391304,0.603705106,0.01656051,0.991441388,0.052047316,0.384615385,0.815651855,0.05477707,0.054049136,0.05022748,0.01656051,1.323490711,0.180555556,0.573527675,0.239808153,1.068696311,0.969620166,0.574009595,0.10100091
"KT725381",18804,"07/03/2017","Homo sapiens","Liberia: Margibi","26/08/2014",8,2014,16506,5502,0,5493,0,1.044292136,0.029625591,0.001635769,1.019688183,1.117770713,0.203947368,0.262529833,0.076154126,1.140973775,0.796642059,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754317748,0.89728719,0.046710287,0.013631407,0.924010082,0.941449169,1.020499824,1.291693535,0.144144144,0.171171171,1.063713697,0.056888404,0.356083086,0.12470024,0.554681474,0.217391304,0.60280584,0.01653944,0.991303797,0.051981098,0.383386581,0.814574471,0.054889131,0.054162123,0.050163577,0.01653944,1.320784012,0.180555556,0.574014958,0.237410072,1.068952867,0.970028147,0.575266113,0.10087241
"KT725382",18750,"07/03/2017","Homo sapiens","Liberia","24/08/2014",8,2014,16506,5502,0,5493,0,1.041963804,0.029625591,0.001635769,1.019338449,1.118402222,0.203947368,0.262529833,0.076154126,1.144311276,0.80622204,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.07560887,0.753972661,0.896051256,0.046892039,0.013631407,0.92464438,0.939586124,1.021800652,1.2923221,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.122596154,0.554695423,0.208074534,0.602820999,0.01653944,0.995517063,0.051981098,0.383386581,0.807392297,0.054889131,0.054162123,0.050163577,0.01653944,1.320784012,0.180555556,0.570521967,0.237980769,1.070487561,0.967698215,0.575485932,0.10087241
"KT725383",18843,"07/03/2017","Homo sapiens","Liberia","17/08/2014",8,2014,16485,5495,0,5486,0,1.042734072,0.02966333,0.001637853,1.020641398,1.117889444,0.203947368,0.263157895,0.076069154,1.141700258,0.798405485,0.045313922,0.055323021,0.392026578,0.465838509,0.2,0.07588717,0.755750265,0.898868701,0.046587807,0.013466788,0.924598419,0.943107861,1.019520978,1.294496916,0.144144144,0.171171171,1.061412937,0.05677889,0.356083086,0.12470024,0.55565874,0.217391304,0.603868314,0.01656051,0.991474081,0.052047316,0.384615385,0.815348976,0.05477707,0.054049136,0.05022748,0.01656051,1.322862646,0.180555556,0.573391575,0.239808153,1.068731551,0.970167448,0.573796447,0.10100091
"KT725384",18853,"07/03/2017","Homo sapiens","Liberia: Montserrado","04/02/2015",2,2015,16506,5502,0,5493,0,1.045495238,0.029625591,0.001635769,1.01873194,1.11773677,0.204620462,0.262529833,0.076154126,1.140805198,0.79693733,0.04525627,0.055070883,0.390728477,0.46749226,0.2,0.075790622,0.754894443,0.897794132,0.046710287,0.013631407,0.923873561,0.941981061,1.020585067,1.29225036,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.12470024,0.554994853,0.216718266,0.603146409,0.01653944,0.991538759,0.051981098,0.383386581,0.814133566,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.573809392,0.237410072,1.067093177,0.970457126,0.575919301,0.10087241
"KT725385",18854,"07/03/2017","Homo sapiens","Liberia","09/09/2014",9,2014,16506,5502,0,5493,0,1.042603027,0.029625591,0.001635769,1.019338449,1.118402222,0.203947368,0.262529833,0.076154126,1.144311276,0.806182556,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.07560887,0.753656397,0.895809602,0.046892039,0.013631407,0.92464438,0.93933273,1.021800652,1.291973577,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.122596154,0.554545829,0.208074534,0.602658426,0.01653944,0.995484482,0.051981098,0.383386581,0.807691553,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.570657193,0.237980769,1.070452526,0.967927582,0.575699233,0.10087241
"KT725386",18764,"07/03/2017","Homo sapiens","Liberia: Nimba","15/08/2014",8,2014,16485,5495,0,5486,0,1.042170508,0.02966333,0.001637853,1.020641398,1.117889444,0.203947368,0.263157895,0.076069154,1.141700258,0.798366339,0.045313922,0.055323021,0.392026578,0.465838509,0.2,0.07588717,0.755432589,0.898625764,0.046587807,0.013466788,0.924598419,0.942852967,1.019520978,1.294147052,0.144144144,0.171171171,1.061412937,0.05677889,0.356083086,0.12470024,0.555508562,0.217391304,0.603705106,0.01656051,0.991441388,0.052047316,0.384615385,0.815651855,0.05477707,0.054049136,0.05022748,0.01656051,1.323490711,0.180555556,0.573527675,0.239808153,1.068696311,0.969620166,0.574009595,0.10100091
"KT725387",18854,"07/03/2017","Homo sapiens","Liberia","20/08/2014",8,2014,16506,5502,0,5493,0,1.042603027,0.029625591,0.001635769,1.019338449,1.118402222,0.203947368,0.262529833,0.076154126,1.144311276,0.806182556,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.07560887,0.753656397,0.895809602,0.046892039,0.013631407,0.92464438,0.93933273,1.021800652,1.291973577,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.122596154,0.554545829,0.208074534,0.602658426,0.01653944,0.995484482,0.051981098,0.383386581,0.807691553,0.054889131,0.054162123,0.050163577,0.01653944,1.321410199,0.180555556,0.570657193,0.237980769,1.070452526,0.967927582,0.575699233,0.10087241
"KT725388",18852,"07/03/2017","Homo sapiens","Liberia","04/07/2014",7,2014,16506,5502,0,5493,0,1.043652334,0.029625591,0.001635769,1.020699158,1.117864535,0.203947368,0.262529833,0.076154126,1.143615435,0.796681606,0.045438023,0.055252635,0.392026578,0.465838509,0.200361011,0.075972374,0.754923047,0.897782906,0.046710287,0.013631407,0.924082115,0.941969282,1.020094904,1.293112176,0.144404332,0.171480144,1.06431458,0.056888404,0.356083086,0.124401914,0.554987914,0.217391304,0.603138867,0.01653944,0.992920119,0.051981098,0.383386581,0.811550961,0.054707379,0.054162123,0.050163577,0.01653944,1.321547911,0.180555556,0.573765103,0.236842105,1.067931834,0.968829611,0.578382372,0.100690658
"KT725391",18855,"07/03/2017","Homo sapiens","Liberia: Montserrado","11/10/2014",10,2014,16485,5495,0,5486,0,1.042170508,0.02966333,0.001637853,1.019887032,1.118077791,0.203947368,0.263157895,0.076069154,1.144344436,0.798366339,0.045313922,0.055323021,0.392026578,0.465838509,0.2,0.075705187,0.755721805,0.89913418,0.046769791,0.013466788,0.924671174,0.943386406,1.020011719,1.293633195,0.144144144,0.171171171,1.06261431,0.05677889,0.356083086,0.125,0.555822853,0.217391304,0.604046665,0.01656051,0.991441388,0.052047316,0.384615385,0.815403861,0.05477707,0.054049136,0.05022748,0.01656051,1.323490711,0.180555556,0.573299949,0.237980769,1.068696311,0.97001242,0.574229354,0.10100091
"KT725392",18806,"07/03/2017","Homo sapiens","Liberia","19/08/2014",8,2014,16506,5502,0,5493,0,1.044856085,0.029625591,0.001635769,1.019369262,1.117421114,0.203947368,0.262529833,0.076154126,1.142920439,0.797272178,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.754923047,0.897782906,0.046710287,0.013631407,0.923520533,0.941969282,1.021234707,1.29259924,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.554987914,0.217391304,0.603138867,0.01653944,0.991806453,0.051981098,0.383386581,0.814133566,0.054889131,0.054343875,0.050163577,0.01653944,1.321410199,0.180555556,0.573809392,0.237410072,1.068438083,0.96968076,0.575699233,0.10087241
"KT725393",18859,"07/03/2017","Homo sapiens","Liberia: Gbarpolu","13/11/2014",11,2014,16506,5502,0,5493,0,1.044931096,0.029807343,0.001635769,1.019571477,1.117642781,0.203947368,0.262529833,0.076154126,1.143267831,0.79689813,0.04525627,0.055252635,0.390728477,0.465838509,0.2,0.075790622,0.750764474,0.897298404,0.046710287,0.013631407,0.923801239,0.943347629,1.020340123,1.290832657,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.554688406,0.217391304,0.604071857,0.01653944,0.991506219,0.051981098,0.383386581,0.814682981,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.180555556,0.575223706,0.237410072,1.067058158,0.969326352,0.579025734,0.10087241
"KT946869",18793,"14/11/2015","Homo sapiens","Sierra Leone","19/12/2014",12,2014,16506,5502,0,5493,0,1.047263588,0.029625591,0.001635769,1.019657219,1.11773677,0.201320132,0.262529833,0.076154126,1.143357335,0.793556281,0.04525627,0.055070883,0.390728477,0.465838509,0.2,0.075790622,0.755211626,0.895517481,0.046710287,0.013631407,0.923873561,0.938458881,1.019935427,1.29259924,0.144144144,0.171171171,1.064915972,0.056888404,0.356083086,0.122302158,0.55514469,0.217391304,0.602049727,0.01653944,0.991571428,0.051981098,0.383386581,0.813831923,0.054889131,0.054162123,0.050163577,0.016721192,1.320784012,0.180555556,0.573673418,0.239808153,1.067128336,0.97022716,0.575705919,0.10087241
"KU156714",18896,"13/12/2017","Homo sapiens","Sierra Leone: Kailahun","18/06/2014",6,2014,16506,5502,0,5493,0,1.044856085,0.029625591,0.001635769,1.019571477,1.117642781,0.203947368,0.263157895,0.075972374,1.143267831,0.79693733,0.04525627,0.055252635,0.390728477,0.464396285,0.2,0.075790622,0.754605985,0.897782906,0.046710287,0.013631407,0.923801239,0.941969282,1.020340123,1.291529651,0.144144144,0.171171171,1.06431458,0.056888404,0.356083086,0.12470024,0.554987914,0.219814241,0.603138867,0.01653944,0.991571428,0.051981098,0.383386581,0.814381023,0.054889131,0.054162123,0.050163577,0.01653944,1.320784012,0.180555556,0.574951088,0.237410072,1.068184898,0.970419627,0.575699233,0.10087241
"KU220269",18933,"22/02/2017","Homo sapiens","Liberia: Needowein, Margibi","29/06/2015",6,2015,16485,5495,0,5486,0,1.042734072,0.02966333,0.001637853,1.019887032,1.118077791,0.203947368,0.263157895,0.076069154,1.144344436,0.798405485,0.045313922,0.055323021,0.392026578,0.465838509,0.201801802,0.075705187,0.756039602,0.899377255,0.046769791,0.013466788,0.924671174,0.943641444,1.020011719,1.293982921,0.144144144,0.171171171,1.06261431,0.05677889,0.356083086,0.125,0.555973116,0.217391304,0.604209965,0.01656051,0.989887722,0.052047316,0.384615385,0.815101075,0.05477707,0.054049136,0.05022748,0.01656051,1.324255133,0.180555556,0.573163903,0.237980769,1.067673401,0.969782232,0.574016124,0.10100091
"KU220271",18908,"22/02/2017","Homo sapiens","Liberia: Needowein, Margibi","01/07/2015",7,2015,16485,5495,0,5486,0,1.042734072,0.02966333,0.001637853,1.019887032,1.118077791,0.203947368,0.263157895,0.076069154,1.144344436,0.798405485,0.045313922,0.055323021,0.392026578,0.465838509,0.201801802,0.075705187,0.756039602,0.899377255,0.046769791,0.013466788,0.924671174,0.943641444,1.020011719,1.293982921,0.144144144,0.171171171,1.06261431,0.05677889,0.356083086,0.125,0.555973116,0.217391304,0.604209965,0.01656051,0.989887722,0.052047316,0.384615385,0.815101075,0.05477707,0.054049136,0.05022748,0.01656051,1.324255133,0.180555556,0.573163903,0.237980769,1.067673401,0.969782232,0.574016124,0.10100091
"KU220272",18924,"22/02/2017","Homo sapiens","Liberia: Needowein, Margibi","02/07/2015",7,2015,16485,5495,0,5486,0,1.042170508,0.02966333,0.001637853,1.019887032,1.118077791,0.203947368,0.263157895,0.076069154,1.144344436,0.798366339,0.045313922,0.055323021,0.392026578,0.465838509,0.201801802,0.075705187,0.755721805,0.89913418,0.046769791,0.013466788,0.924671174,0.943386406,1.020011719,1.293633195,0.144144144,0.171171171,1.06261431,0.05677889,0.356083086,0.125,0.555822853,0.217391304,0.604046665,0.01656051,0.991441388,0.052047316,0.384615385,0.815403861,0.05477707,0.054049136,0.05022748,0.01656051,1.323490711,0.180555556,0.573299949,0.237980769,1.068696311,0.97001242,0.574229354,0.10100091
"KU220276",18933,"22/02/2017","Homo sapiens","Liberia: Montserrado","12/07/2015",7,2015,16485,5495,0,5486,0,1.042734072,0.02966333,0.001637853,1.019887032,1.118077791,0.203947368,0.263157895,0.076069154,1.144344436,0.798405485,0.045313922,0.055323021,0.392026578,0.465838509,0.201801802,0.075705187,0.756039602,0.899377255,0.046769791,0.013466788,0.924671174,0.943641444,1.020011719,1.293982921,0.144144144,0.171171171,1.06261431,0.05677889,0.356083086,0.125,0.555973116,0.217391304,0.604209965,0.01656051,0.989887722,0.052047316,0.384615385,0.815101075,0.05477707,0.054049136,0.05022748,0.01656051,1.324255133,0.180555556,0.573163903,0.237980769,1.067673401,0.969782232,0.574016124,0.10100091
"KU220277",18948,"22/02/2017","Homo sapiens","Liberia: Barclay Farm, Margibi","10/08/2014",8,2014,16485,5495,0,5486,0,1.04104475,0.02966333,0.001637853,1.020292151,1.117595217,0.203947368,0.263157895,0.076069154,1.144692473,0.798030891,0.045313922,0.055323021,0.392026578,0.465838509,0.2,0.075705187,0.755404275,0.8999088,0.046769791,0.013466788,0.9249524,0.944766276,1.019520978,1.294774504,0.142342342,0.171171171,1.06261431,0.05677889,0.357988166,0.125,0.55552257,0.217391304,0.60372033,0.01656051,0.992491212,0.052047316,0.384615385,0.815651855,0.05477707,0.053867152,0.05022748,0.01656051,1.323490711,0.180555556,0.572361968,0.237980769,1.069176493,0.970397728,0.574229354,0.10100091
"KU220278",18917,"22/02/2017","Homo sapiens","Liberia: Barclay Farm, Margibi","24/08/2014",8,2014,16485,5495,0,5486,0,1.042734072,0.02966333,0.001637853,1.019887032,1.118077791,0.203947368,0.263157895,0.076069154,1.144344436,0.798405485,0.045313922,0.055323021,0.392026578,0.465838509,0.201801802,0.075705187,0.756039602,0.899377255,0.046769791,0.013466788,0.924671174,0.943641444,1.020011719,1.293982921,0.144144144,0.171171171,1.06261431,0.05677889,0.356083086,0.125,0.555973116,0.217391304,0.604209965,0.01656051,0.989887722,0.052047316,0.384615385,0.815101075,0.05477707,0.054049136,0.05022748,0.01656051,1.324255133,0.180555556,0.573163903,0.237980769,1.067673401,0.969782232,0.574016124,0.10100091
"KU220279",18912,"22/02/2017","Homo sapiens","Liberia: Barclay Farm, Margibi","24/08/2014",8,2014,16485,5495,0,5486,0,1.04104475,0.02966333,0.001637853,1.020292151,1.117595217,0.203947368,0.263157895,0.076069154,1.144692473,0.798030891,0.045313922,0.055323021,0.392026578,0.465838509,0.2,0.075705187,0.755404275,0.8999088,0.046769791,0.013466788,0.9249524,0.944766276,1.019520978,1.294774504,0.142342342,0.171171171,1.06261431,0.05677889,0.357988166,0.125,0.55552257,0.217391304,0.60372033,0.01656051,0.992491212,0.052047316,0.384615385,0.815651855,0.05477707,0.053867152,0.05022748,0.01656051,1.323490711,0.180555556,0.572361968,0.237980769,1.069176493,0.970397728,0.574229354,0.10100091
"KU220280",18893,"22/02/2017","Homo sapiens","Liberia: Barclay Farm, Margibi","24/08/2014",8,2014,16485,5495,0,5486,0,1.04104475,0.02966333,0.001637853,1.020292151,1.117595217,0.203947368,0.263157895,0.076069154,1.144692473,0.798030891,0.045313922,0.055323021,0.392026578,0.465838509,0.2,0.075705187,0.755404275,0.8999088,0.046769791,0.013466788,0.9249524,0.944766276,1.019520978,1.294774504,0.142342342,0.171171171,1.06261431,0.05677889,0.357988166,0.125,0.55552257,0.217391304,0.60372033,0.01656051,0.992491212,0.052047316,0.384615385,0.815651855,0.05477707,0.053867152,0.05022748,0.01656051,1.323490711,0.180555556,0.572361968,0.237980769,1.069176493,0.970397728,0.574229354,0.10100091
"KU220281",18910,"22/02/2017","Homo sapiens","Liberia: Barclay Farm, Margibi","25/08/2014",8,2014,16485,5495,0,5486,0,1.042734072,0.02966333,0.001637853,1.019887032,1.118077791,0.203947368,0.263157895,0.076069154,1.144344436,0.798405485,0.045313922,0.055323021,0.392026578,0.465838509,0.201801802,0.075705187,0.756039602,0.899377255,0.046769791,0.013466788,0.924671174,0.943641444,1.020011719,1.293982921,0.144144144,0.171171171,1.06261431,0.05677889,0.356083086,0.125,0.555973116,0.217391304,0.604209965,0.01656051,0.989887722,0.052047316,0.384615385,0.815101075,0.05477707,0.054049136,0.05022748,0.01656051,1.324255133,0.180555556,0.573163903,0.237980769,1.067673401,0.969782232,0.574016124,0.10100091
"KU220282",18955,"22/02/2017","Homo sapiens","Liberia: Barclay Farm, Margibi","25/08/2014",8,2014,16485,5495,0,5486,0,1.04104475,0.02966333,0.001637853,1.020292151,1.117595217,0.203947368,0.263157895,0.076069154,1.144692473,0.798030891,0.045313922,0.055323021,0.392026578,0.465838509,0.2,0.075705187,0.755404275,0.8999088,0.046769791,0.013466788,0.9249524,0.944766276,1.019520978,1.294774504,0.142342342,0.171171171,1.06261431,0.05677889,0.357988166,0.125,0.55552257,0.217391304,0.60372033,0.01656051,0.992491212,0.052047316,0.384615385,0.815651855,0.05477707,0.053867152,0.05022748,0.01656051,1.323490711,0.180555556,0.572361968,0.237980769,1.069176493,0.970397728,0.574229354,0.10100091
"KU220284",18908,"12/04/2016","Homo sapiens","Liberia: Montserrado","16/01/2015",1,2015,16506,5502,0,5493,0,1.043089035,0.029625591,0.001635769,1.019743089,1.118756257,0.203947368,0.262529833,0.076154126,1.143447119,0.793516998,0.04525627,0.055252635,0.392026578,0.464396285,0.200361011,0.075972374,0.755183122,0.898047818,0.046710287,0.013631407,0.92394611,0.942247232,1.019530971,1.291994114,0.144404332,0.171480144,1.063541033,0.056888404,0.356083086,0.124401914,0.555151676,0.216718266,0.604576371,0.01653944,0.994706614,0.051981098,0.38658147,0.816360078,0.054707379,0.054162123,0.050163577,0.01653944,1.32001924,0.180555556,0.573695609,0.236842105,1.069206233,0.971040901,0.57302527,0.100690658
"KU296305",18874,"16/01/2016","Homo sapiens","Sierra Leone","28/02/2015",2,2015,16506,5502,0,5493,0,1.045569215,0.029625591,0.001635769,1.019688183,1.115920099,0.203947368,0.262529833,0.076154126,1.143526289,0.79656372,0.04525627,0.055252635,0.390728477,0.468944099,0.2,0.075790622,0.753684665,0.898060874,0.046710287,0.013631407,0.924010082,0.942826892,1.020499824,1.2923221,0.144144144,0.172972973,1.065687191,0.056888404,0.356083086,0.12470024,0.554382212,0.217391304,0.601222826,0.01653944,0.989655302,0.051981098,0.380191693,0.812700784,0.054889131,0.054162123,0.050163577,0.01653944,1.322036831,0.177083333,0.574287132,0.237410072,1.066770309,0.969711082,0.578804563,0.10087241
"KU296319",18887,"16/01/2016","Homo sapiens","Sierra Leone","16/07/2015",7,2015,16506,5502,0,5493,0,1.048538453,0.029443839,0.001635769,1.018646276,1.115792379,0.2,0.262529833,0.076154126,1.143794566,0.786307535,0.04525627,0.055434387,0.390728477,0.46728972,0.200361011,0.075790622,0.751023382,0.896039921,0.046710287,0.013631407,0.919120633,0.941460934,1.022289817,1.292157948,0.146209386,0.16967509,1.06431458,0.056888404,0.357142857,0.12470024,0.554688406,0.218068536,0.602813374,0.016902944,0.989922343,0.051981098,0.383386581,0.814435432,0.054889131,0.054162123,0.050163577,0.016721192,1.323428448,0.180555556,0.572894865,0.237410072,1.066001665,0.968549648,0.579468583,0.100690658
